"sample_cycle","observed_at_local","condition_label","placement_label","device_name","ip","role","expected_device_id","device_id","device_id_match","dht_sensor_id","moisture_sensor_id","device_timestamp","temperature_f","humidity_percent","moisture_index","soil_raw_adc","watering","last_watered_time","last_watering_duration","note","error"
"66","2026-05-19 19:21:24","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:21:22","79.9","68.0","75.0","1839","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"67","2026-05-19 19:23:24","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:23:22","81.1","76.0","72.0","1895","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"67","2026-05-19 19:23:24","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:23:22","80.2","68.0","75.0","1841","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"68","2026-05-19 19:25:24","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:25:22","82.2","76.0","73.0","1890","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"68","2026-05-19 19:25:24","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:25:22","80.4","68.0","75.0","1840","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"69","2026-05-19 19:27:25","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:27:22","81.0","76.0","73.0","1878","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"69","2026-05-19 19:27:25","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:27:22","79.9","68.0","75.0","1840","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"70","2026-05-19 19:29:25","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:29:22","82.0","76.0","73.0","1869","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"70","2026-05-19 19:29:25","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:29:23","80.1","68.0","75.0","1840","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"71","2026-05-19 19:31:25","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:31:23","81.0","76.0","73.0","1876","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"71","2026-05-19 19:31:25","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:31:23","79.2","68.0","74.0","1845","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"72","2026-05-19 19:33:26","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:33:23","80.6","76.0","73.0","1891","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"72","2026-05-19 19:33:26","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:33:24","79.0","68.0","74.0","1855","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"73","2026-05-19 19:35:26","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:35:24","81.5","77.0","73.0","1889","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"73","2026-05-19 19:35:26","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:35:24","80.1","68.0","75.0","1829","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"74","2026-05-19 19:37:26","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:37:24","82.0","76.0","72.0","1893","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"74","2026-05-19 19:37:27","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:37:24","79.5","68.0","74.0","1852","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"75","2026-05-19 19:39:27","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:39:25","80.8","76.0","72.0","1895","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"75","2026-05-19 19:39:27","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:39:25","79.5","68.0","75.0","1825","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"76","2026-05-19 19:41:27","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:41:25","81.1","76.0","72.0","1895","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"76","2026-05-19 19:41:27","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:41:25","79.0","68.0","69.0","1980","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"77","2026-05-19 19:43:28","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:43:25","82.0","76.0","73.0","1888","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"77","2026-05-19 19:43:28","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:43:25","79.9","68.0","74.0","1855","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"78","2026-05-19 19:45:29","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:45:26","80.6","77.0","73.0","1889","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"78","2026-05-19 19:45:29","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:45:26","79.9","69.0","74.0","1849","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"79","2026-05-19 19:47:29","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:47:27","82.0","77.0","73.0","1890","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"79","2026-05-19 19:47:29","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:47:27","80.1","69.0","74.0","1843","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"80","2026-05-19 19:49:29","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:49:27","81.7","77.0","73.0","1887","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"80","2026-05-19 19:49:29","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:49:27","79.5","69.0","75.0","1830","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"81","2026-05-19 19:51:29","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:51:27","80.8","77.0","73.0","1885","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"81","2026-05-19 19:51:30","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:51:27","79.5","69.0","75.0","1839","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"82","2026-05-19 19:53:30","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:53:28","81.5","77.0","73.0","1888","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"82","2026-05-19 19:53:30","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:53:27","80.2","69.0","75.0","1825","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"83","2026-05-19 19:55:30","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:55:28","82.2","78.0","73.0","1883","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"83","2026-05-19 19:55:30","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:55:28","79.2","69.0","75.0","1842","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"84","2026-05-19 19:57:30","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:57:28","82.0","77.0","73.0","1873","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"84","2026-05-19 19:57:30","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:57:28","80.4","69.0","67.0","2032","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"85","2026-05-19 19:59:30","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:59:28","81.9","78.0","73.0","1884","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"85","2026-05-19 19:59:31","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:59:28","79.2","69.0","75.0","1842","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"86","2026-05-19 20:01:31","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:01:28","80.1","78.0","72.0","1896","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"86","2026-05-19 20:01:31","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:01:28","79.7","69.0","74.0","1845","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"87","2026-05-19 20:03:31","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:03:29","80.4","78.0","73.0","1891","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"87","2026-05-19 20:03:31","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:03:29","80.1","69.0","75.0","1839","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"88","2026-05-19 20:05:31","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:05:29","81.1","78.0","73.0","1887","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"88","2026-05-19 20:05:31","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:05:29","79.3","69.0","76.0","1813","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"89","2026-05-19 20:07:31","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:07:29","80.4","78.0","72.0","1894","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"89","2026-05-19 20:07:31","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:07:29","79.7","69.0","74.0","1855","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"90","2026-05-19 20:09:32","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:09:29","78.8","78.0","73.0","1890","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"90","2026-05-19 20:09:32","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:09:29","80.1","69.0","74.0","1845","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
