"sample_cycle","observed_at_local","test_name","condition_phase","basket_id","emitter_location","placement_label","script_start","planned_water_start","planned_water_end","planned_water_duration_s","device_name","ip","role","expected_device_id","device_id","device_id_match","dht_sensor_id","moisture_sensor_id","device_timestamp","temperature_f","humidity_percent","moisture_index","soil_raw_adc","watering","last_watered_time","last_watering_duration","visual_note","holdall_moisture_note","error"
"156","2026-05-19 22:05:28","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:28","77.0","89.0","77.0","1778","False","2026-05-19 20:38:41","40","","",""
"156","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:28","75.2","78.0","77.0","1776","False","N/A","0","","",""
"157","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:28","77.0","89.0","77.0","1785","False","2026-05-19 20:38:41","40","","",""
"157","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:28","75.2","78.0","77.0","1776","False","N/A","0","","",""
"158","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:28","77.0","89.0","77.0","1786","False","2026-05-19 20:38:41","40","","",""
"158","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:28","75.2","78.0","77.0","1778","False","N/A","0","","",""
"159","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:28","77.0","89.0","77.0","1777","False","2026-05-19 20:38:41","40","","",""
"159","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:28","75.2","78.0","77.0","1775","False","N/A","0","","",""
"160","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:28","77.0","89.0","77.0","1773","False","2026-05-19 20:38:41","40","","",""
"160","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:28","75.2","78.0","77.0","1785","False","N/A","0","","",""
"161","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:28","77.0","89.0","77.0","1778","False","2026-05-19 20:38:41","40","","",""
"161","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:29","75.2","78.0","77.0","1783","False","N/A","0","","",""
"162","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:29","77.0","89.0","77.0","1786","False","2026-05-19 20:38:41","40","","",""
"162","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:29","75.2","78.0","77.0","1778","False","N/A","0","","",""
"163","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:29","77.0","89.0","77.0","1787","False","2026-05-19 20:38:41","40","","",""
"163","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:29","75.2","78.0","77.0","1770","False","N/A","0","","",""
"164","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:29","77.0","89.0","77.0","1780","False","2026-05-19 20:38:41","40","","",""
"164","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:29","75.2","78.0","78.0","1763","False","N/A","0","","",""
"165","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:29","77.0","89.0","77.0","1778","False","2026-05-19 20:38:41","40","","",""
"165","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:29","75.2","78.0","78.0","1762","False","N/A","0","","",""
"166","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:29","77.0","89.0","77.0","1788","False","2026-05-19 20:38:41","40","","",""
"166","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:29","75.2","78.0","78.0","1761","False","N/A","0","","",""
"167","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:29","77.0","89.0","77.0","1787","False","2026-05-19 20:38:41","40","","",""
"167","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:29","75.2","78.0","77.0","1782","False","N/A","0","","",""
"168","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:29","77.0","89.0","77.0","1781","False","2026-05-19 20:38:41","40","","",""
"168","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:29","75.2","78.0","77.0","1781","False","N/A","0","","",""
"169","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:29","77.0","89.0","77.0","1777","False","2026-05-19 20:38:41","40","","",""
"169","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:29","75.2","78.0","77.0","1775","False","N/A","0","","",""
"170","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:29","77.0","89.0","77.0","1788","False","2026-05-19 20:38:41","40","","",""
"170","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:29","75.2","78.0","77.0","1775","False","N/A","0","","",""
"171","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:29","77.0","89.0","76.0","1795","False","2026-05-19 20:38:41","40","","",""
"171","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:29","75.2","78.0","77.0","1776","False","N/A","0","","",""
"172","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:29","77.0","89.0","77.0","1776","False","2026-05-19 20:38:41","40","","",""
"172","2026-05-19 22:05:29","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:29","75.2","78.0","77.0","1786","False","N/A","0","","",""
"173","2026-05-19 22:05:30","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:29","77.0","89.0","77.0","1783","False","2026-05-19 20:38:41","40","","",""
"173","2026-05-19 22:05:30","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:29","75.2","78.0","78.0","1765","False","N/A","0","","",""
"174","2026-05-19 22:05:30","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:29","77.0","89.0","77.0","1791","False","2026-05-19 20:38:41","40","","",""
"174","2026-05-19 22:05:30","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:29","75.2","78.0","77.0","1776","False","N/A","0","","",""
"175","2026-05-19 22:05:30","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:29","77.0","89.0","77.0","1780","False","2026-05-19 20:38:41","40","","",""
"175","2026-05-19 22:05:30","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:29","75.2","78.0","78.0","1763","False","N/A","0","","",""
"176","2026-05-19 22:05:30","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:29","77.0","89.0","77.0","1787","False","2026-05-19 20:38:41","40","","",""
"176","2026-05-19 22:05:30","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:29","75.2","78.0","77.0","1787","False","N/A","0","","",""
"177","2026-05-19 22:05:30","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:29","77.0","89.0","77.0","1777","False","2026-05-19 20:38:41","40","","",""
"177","2026-05-19 22:05:30","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:29","75.2","78.0","78.0","1759","False","N/A","0","","",""
