"sample_cycle","observed_at_local","test_name","condition_phase","basket_id","emitter_location","placement_label","script_start","planned_water_start","planned_water_end","planned_water_duration_s","device_name","ip","role","expected_device_id","device_id","device_id_match","dht_sensor_id","moisture_sensor_id","device_timestamp","temperature_f","humidity_percent","moisture_index","soil_raw_adc","watering","last_watered_time","last_watering_duration","visual_note","holdall_moisture_note","error"
"312","2026-05-19 22:05:44","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:44","75.2","78.0","77.0","1782","False","N/A","0","","",""
"313","2026-05-19 22:05:44","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:44","77.2","89.0","77.0","1778","False","2026-05-19 20:38:41","40","","",""
"313","2026-05-19 22:05:44","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:44","75.2","78.0","77.0","1772","False","N/A","0","","",""
"314","2026-05-19 22:05:44","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:44","77.2","89.0","77.0","1781","False","2026-05-19 20:38:41","40","","",""
"314","2026-05-19 22:05:44","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:44","75.2","78.0","77.0","1773","False","N/A","0","","",""
"315","2026-05-19 22:05:44","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:44","77.2","89.0","77.0","1790","False","2026-05-19 20:38:41","40","","",""
"315","2026-05-19 22:05:44","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:44","75.2","78.0","77.0","1775","False","N/A","0","","",""
"316","2026-05-19 22:05:44","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:44","77.2","89.0","76.0","1795","False","2026-05-19 20:38:41","40","","",""
"316","2026-05-19 22:05:44","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:44","75.2","78.0","77.0","1776","False","N/A","0","","",""
"317","2026-05-19 22:05:44","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:44","77.2","89.0","77.0","1782","False","2026-05-19 20:38:41","40","","",""
"317","2026-05-19 22:05:44","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:44","76.1","78.0","78.0","1763","False","N/A","0","","",""
"318","2026-05-19 22:05:45","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:44","78.4","89.0","76.0","1798","False","2026-05-19 20:38:41","40","","",""
"318","2026-05-19 22:05:45","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:44","76.1","78.0","77.0","1775","False","N/A","0","","",""
"319","2026-05-19 22:05:45","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:44","78.4","89.0","78.0","1766","False","2026-05-19 20:38:41","40","","",""
"319","2026-05-19 22:05:45","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:45","76.1","78.0","77.0","1774","False","N/A","0","","",""
"320","2026-05-19 22:05:45","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:45","78.4","89.0","77.0","1783","False","2026-05-19 20:38:41","40","","",""
"320","2026-05-19 22:05:45","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:45","76.1","78.0","78.0","1759","False","N/A","0","","",""
"321","2026-05-19 22:05:45","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:45","78.4","89.0","77.0","1793","False","2026-05-19 20:38:41","40","","",""
"321","2026-05-19 22:05:45","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:45","76.1","78.0","77.0","1775","False","N/A","0","","",""
"322","2026-05-19 22:05:45","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:45","78.4","89.0","77.0","1786","False","2026-05-19 20:38:41","40","","",""
"322","2026-05-19 22:05:45","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:45","76.1","78.0","78.0","1760","False","N/A","0","","",""
"323","2026-05-19 22:05:46","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:45","78.4","89.0","77.0","1792","False","2026-05-19 20:38:41","40","","",""
"323","2026-05-19 22:05:46","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:45","76.1","78.0","77.0","1776","False","N/A","0","","",""
"324","2026-05-19 22:05:46","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:45","78.4","89.0","77.0","1781","False","2026-05-19 20:38:41","40","","",""
"324","2026-05-19 22:05:46","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:46","76.1","78.0","77.0","1775","False","N/A","0","","",""
"325","2026-05-19 22:05:46","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:46","78.4","89.0","77.0","1777","False","2026-05-19 20:38:41","40","","",""
"325","2026-05-19 22:05:46","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:46","76.1","78.0","77.0","1775","False","N/A","0","","",""
"326","2026-05-19 22:05:46","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:46","78.4","89.0","77.0","1792","False","2026-05-19 20:38:41","40","","",""
"326","2026-05-19 22:05:46","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:46","76.1","78.0","77.0","1786","False","N/A","0","","",""
"327","2026-05-19 22:05:46","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:46","78.4","89.0","77.0","1783","False","2026-05-19 20:38:41","40","","",""
"327","2026-05-19 22:05:47","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:46","75.9","78.0","77.0","1776","False","N/A","0","","",""
"328","2026-05-19 22:05:47","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:46","77.9","89.0","77.0","1782","False","2026-05-19 20:38:41","40","","",""
"328","2026-05-19 22:05:47","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:46","75.9","78.0","77.0","1782","False","N/A","0","","",""
"329","2026-05-19 22:05:47","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:47","77.9","89.0","78.0","1767","False","2026-05-19 20:38:41","40","","",""
"329","2026-05-19 22:05:47","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:47","75.9","78.0","77.0","1776","False","N/A","0","","",""
"330","2026-05-19 22:05:47","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:47","77.9","89.0","77.0","1779","False","2026-05-19 20:38:41","40","","",""
"330","2026-05-19 22:05:47","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:47","75.9","78.0","77.0","1783","False","N/A","0","","",""
"331","2026-05-19 22:05:47","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:47","77.9","89.0","77.0","1776","False","2026-05-19 20:38:41","40","","",""
"331","2026-05-19 22:05:47","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:47","75.9","78.0","77.0","1779","False","N/A","0","","",""
"332","2026-05-19 22:05:47","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:47","77.9","89.0","77.0","1775","False","2026-05-19 20:38:41","40","","",""
"332","2026-05-19 22:05:48","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:47","75.9","78.0","77.0","1771","False","N/A","0","","",""
"333","2026-05-19 22:05:48","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:47","77.9","89.0","77.0","1782","False","2026-05-19 20:38:41","40","","",""
"333","2026-05-19 22:05:48","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:48","75.9","78.0","77.0","1786","False","N/A","0","","",""
"334","2026-05-19 22:05:48","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:48","77.9","89.0","77.0","1781","False","2026-05-19 20:38:41","40","","",""
"334","2026-05-19 22:05:48","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:48","75.9","78.0","77.0","1789","False","N/A","0","","",""
"335","2026-05-19 22:05:48","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:48","77.9","89.0","77.0","1793","False","2026-05-19 20:38:41","40","","",""
"335","2026-05-19 22:05:48","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:48","75.9","78.0","77.0","1777","False","N/A","0","","",""
"336","2026-05-19 22:05:48","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:48","77.9","89.0","77.0","1790","False","2026-05-19 20:38:41","40","","",""
"336","2026-05-19 22:05:48","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:48","75.9","78.0","77.0","1776","False","N/A","0","","",""
"337","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:48","77.9","89.0","77.0","1786","False","2026-05-19 20:38:41","40","","",""
"337","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:48","76.1","78.0","77.0","1773","False","N/A","0","","",""
"338","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:48","77.7","89.0","77.0","1790","False","2026-05-19 20:38:41","40","","",""
"338","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:49","76.1","78.0","77.0","1789","False","N/A","0","","",""
"339","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:49","77.7","89.0","77.0","1790","False","2026-05-19 20:38:41","40","","",""
"339","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:49","76.1","78.0","77.0","1776","False","N/A","0","","",""
"340","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:49","77.7","89.0","77.0","1788","False","2026-05-19 20:38:41","40","","",""
